date,unit_id,miss_mwh,dsm_penalties_usd
2024-10-10,STS-U1,168.15,646.89
2024-10-11,STS-U1,175.592,668.86
2024-10-12,STS-U1,179.953,641.37
2024-10-13,STS-U1,175.618,633.53
2024-10-14,STS-U1,163.762,632.31
2024-10-15,STS-U1,218.03,818.62
2024-10-16,STS-U1,168.186,640.71
2024-10-17,STS-U1,198.172,751.72
2024-10-18,STS-U1,168.627,637.07
2024-10-19,STS-U1,167.17,607.83
2024-10-20,STS-U1,184.122,658.11
2024-10-21,STS-U1,164.854,629.44
2024-10-22,STS-U1,177.095,680.46
2024-10-23,STS-U1,177.958,679.64
2024-10-24,STS-U1,181.523,704.5
2024-10-25,STS-U1,166.272,634.6
2024-10-26,STS-U1,163.852,596.74
2024-10-27,STS-U1,167.111,604.76
2024-10-28,STS-U1,187.842,728.47
2024-10-29,STS-U1,187.426,705.82
2024-10-30,STS-U1,181.472,689.24
2024-10-31,STS-U1,175.18,666.75
2024-11-01,STS-U1,172.118,663.81
2024-11-02,STS-U1,176.146,623.07
2024-11-03,STS-U1,198.097,703.51
2024-11-04,STS-U1,168.398,638.09
2024-11-05,STS-U1,196.168,735.48
2024-11-06,STS-U1,216.276,797.74
2024-11-07,STS-U1,177.493,675.25
2024-11-08,STS-U1,196.26,758.17
2024-11-09,STS-U1,169.144,606.46
2024-11-10,STS-U1,177.006,629.04
2024-11-11,STS-U1,168.243,638.42
2024-11-12,STS-U1,174.808,675.97
2024-11-13,STS-U1,177.98,681.34
2024-11-14,STS-U1,165.961,634.85
2024-11-15,STS-U1,173.925,670.96
2024-11-16,STS-U1,169.457,603.76
2024-11-17,STS-U1,167.315,602.27
2024-11-18,STS-U1,173.098,670.36
2024-11-19,STS-U1,183.523,703.86
2024-11-20,STS-U1,161.907,613.17
2024-11-21,STS-U1,182.729,712.65
2024-11-22,STS-U1,180.489,709.29
2024-11-23,STS-U1,171.086,612.45
2024-11-24,STS-U1,178.0,640.35
2024-11-25,STS-U1,169.627,636.66
2024-11-26,STS-U1,174.256,674.69
2024-11-27,STS-U1,172.199,657.64
2024-11-28,STS-U1,171.44,650.84
2024-11-29,STS-U1,173.496,670.47
2024-11-30,STS-U1,227.723,800.07
2024-12-01,STS-U1,178.308,638.05
2024-12-02,STS-U1,177.417,681.68
2024-12-03,STS-U1,191.027,729.88
2024-12-04,STS-U1,177.655,679.07
2024-12-05,STS-U1,169.641,636.92
2024-12-06,STS-U1,170.326,649.54
2024-12-07,STS-U1,170.721,621.03
2024-12-08,STS-U1,180.848,657.58
2024-12-09,STS-U1,178.863,680.29
2024-12-10,STS-U1,159.43,606.26
2024-12-11,STS-U1,165.261,632.7
2024-12-12,STS-U1,169.286,656.2
2024-12-13,STS-U1,182.395,690.82
2024-12-14,STS-U1,163.886,592.33
2024-12-15,STS-U1,192.611,685.69
2024-12-16,STS-U1,165.262,632.71
2024-12-17,STS-U1,170.079,661.17
2024-12-18,STS-U1,171.904,651.05
2024-12-19,STS-U1,232.588,877.29
2024-12-20,STS-U1,168.26,645.5
2024-12-21,STS-U1,181.301,651.25
2024-12-22,STS-U1,173.641,622.06
2024-12-23,STS-U1,174.32,668.18
2024-12-24,STS-U1,172.717,654.68
2024-12-25,STS-U1,167.378,640.55
2024-12-26,STS-U1,165.9,631.52
2024-12-27,STS-U1,177.299,679.25
2024-12-28,STS-U1,186.938,664.73
2024-12-29,STS-U1,166.002,592.28
2024-12-30,STS-U1,175.109,671.03
2024-12-31,STS-U1,170.702,654.3
