timestamp,unit_id,net_station_heat_rate,ppa_reference_heat_rate,aux_load_mw,fuel_heat_input_mmbtu,ramp_rate_mw_per_min,restart_flag,heat_rate_deviation_percent,fuel_cost_impact_usd
2023-02-20T09:00:00Z,STS-U1,9649.886,9333.051,48.922,4561.546,0.081,0,3.395,462.91
2023-02-20T10:00:00Z,STS-U1,9656.786,9356.894,49.64,4491.496,0.138,0,3.205,431.13
2023-02-20T11:00:00Z,STS-U1,9708.385,9372.509,48.275,4450.865,0.088,0,3.584,475.96
2023-02-20T12:00:00Z,STS-U1,9431.961,9371.567,47.9,4323.58,0.005,0,0.644,85.57
2023-02-20T13:00:00Z,STS-U1,9807.717,9327.383,49.603,4662.622,0.255,0,5.15,705.86
2023-02-20T14:00:00Z,STS-U1,9689.684,9244.518,50.268,4921.075,0.53,0,4.815,698.87
2023-02-20T15:00:00Z,STS-U1,9654.184,9200.005,51.065,5097.519,0.322,0,4.937,741.32
2023-02-20T16:00:00Z,STS-U1,9634.211,9138.92,51.958,5389.365,0.508,0,5.42,856.5
2023-02-20T17:00:00Z,STS-U1,9544.319,9096.398,53.375,5595.753,0.425,0,4.924,811.84
2023-02-20T18:00:00Z,STS-U1,9535.783,9066.197,53.008,5794.862,0.363,0,5.18,882.2
2023-02-20T19:00:00Z,STS-U1,9493.398,9047.342,54.43,5936.885,0.271,0,4.93,862.38
2023-02-20T20:00:00Z,STS-U1,9664.281,9065.529,53.983,5887.522,0.262,0,6.605,1127.7
2023-02-20T21:00:00Z,STS-U1,9384.075,9071.771,54.036,5671.55,0.081,0,3.443,583.55
2023-02-20T22:00:00Z,STS-U1,9600.862,9081.236,53.383,5729.032,0.117,0,5.722,958.66
2023-02-20T23:00:00Z,STS-U1,9568.674,9134.914,52.551,5379.575,0.561,0,4.748,753.98
2023-02-21T00:00:00Z,STS-U1,9692.749,9170.481,51.856,5261.732,0.311,0,5.695,876.59
2023-02-21T01:00:00Z,STS-U1,9687.15,9198.737,50.819,5118.173,0.224,0,5.31,797.88
2023-02-21T02:00:00Z,STS-U1,9402.675,9208.762,50.69,4923.925,0.076,0,2.106,313.98
2023-02-21T03:00:00Z,STS-U1,9691.354,9233.902,50.532,4967.534,0.182,0,4.954,725.02
2023-02-21T04:00:00Z,STS-U1,9522.71,9242.998,50.462,4844.122,0.064,0,3.026,439.97
2023-02-21T05:00:00Z,STS-U1,9470.346,9255.551,50.239,4766.64,0.086,0,2.321,334.3
2023-02-21T06:00:00Z,STS-U1,9423.643,9259.221,49.76,4724.664,0.025,0,1.776,254.91
2023-02-21T07:00:00Z,STS-U1,9806.362,9287.673,50.383,4813.421,0.186,0,5.585,787.3
2023-02-21T08:00:00Z,STS-U1,9493.664,9302.548,49.461,4597.976,0.093,0,2.054,286.24
2023-02-21T09:00:00Z,STS-U1,9862.122,9343.104,48.781,4625.575,0.244,0,5.555,752.81
2023-02-21T10:00:00Z,STS-U1,9805.049,9375.41,49.322,4495.93,0.184,0,4.583,609.24
2023-02-21T11:00:00Z,STS-U1,9573.941,9380.321,47.846,4360.171,0.027,0,2.064,272.7
2023-02-21T12:00:00Z,STS-U1,9645.377,9357.672,48.899,4476.477,0.127,0,3.075,412.95
2023-02-21T13:00:00Z,STS-U1,9788.197,9323.536,49.419,4665.057,0.2,0,4.984,684.91
2023-02-21T14:00:00Z,STS-U1,9618.915,9242.131,49.553,4887.777,0.524,0,4.077,592.15
2023-02-21T15:00:00Z,STS-U1,9700.133,9212.378,50.679,5063.936,0.213,0,5.295,787.54
2023-02-21T16:00:00Z,STS-U1,9669.51,9147.768,51.854,5361.849,0.522,0,5.703,894.82
2023-02-21T17:00:00Z,STS-U1,9700.927,9101.402,53.494,5657.129,0.45,0,6.587,1081.36
2023-02-21T18:00:00Z,STS-U1,9578.532,9077.375,53.278,5741.582,0.275,0,5.521,929.17
2023-02-21T19:00:00Z,STS-U1,9447.774,9053.076,54.193,5856.615,0.326,0,4.36,756.79
2023-02-21T20:00:00Z,STS-U1,9295.713,9056.484,53.626,5729.377,0.05,0,2.642,456.08
2023-02-21T21:00:00Z,STS-U1,9553.021,9070.74,52.605,5767.539,0.193,0,5.317,900.66
2023-02-21T22:00:00Z,STS-U1,9655.631,9093.425,52.74,5673.943,0.271,0,6.183,1021.93
2023-02-21T23:00:00Z,STS-U1,9623.986,9134.289,52.358,5412.174,0.415,0,5.361,851.87
2023-02-22T00:00:00Z,STS-U1,9547.651,9164.389,51.287,5206.628,0.266,0,4.182,646.54
2023-02-22T01:00:00Z,STS-U1,9529.557,9195.86,51.054,5049.782,0.253,0,3.629,547.02
2023-02-22T02:00:00Z,STS-U1,9371.204,9203.417,51.017,4933.086,0.058,0,1.823,273.24
2023-02-22T03:00:00Z,STS-U1,9664.794,9236.92,51.255,4948.6,0.244,0,4.632,677.75
2023-02-22T04:00:00Z,STS-U1,9535.599,9250.595,50.77,4823.763,0.094,0,3.081,446.03
2023-02-22T05:00:00Z,STS-U1,9515.745,9240.83,49.988,4844.645,0.067,0,2.975,433.01
2023-02-22T06:00:00Z,STS-U1,9580.997,9263.123,49.768,4788.659,0.152,0,3.432,491.53
2023-02-22T07:00:00Z,STS-U1,9528.055,9280.627,49.85,4697.506,0.114,0,2.666,377.41
2023-02-22T08:00:00Z,STS-U1,9686.044,9302.852,49.258,4688.087,0.14,0,4.119,573.82
2023-02-22T09:00:00Z,STS-U1,9737.634,9329.661,49.463,4620.022,0.163,0,4.373,598.88
2023-02-22T10:00:00Z,STS-U1,9841.543,9373.48,48.237,4508.336,0.252,0,4.993,663.41
2023-02-22T11:00:00Z,STS-U1,9550.258,9386.929,48.533,4335.099,0.074,0,1.74,229.39
2023-02-22T12:00:00Z,STS-U1,9742.46,9355.474,49.411,4533.853,0.176,0,4.136,557.23
2023-02-22T13:00:00Z,STS-U1,9802.805,9321.75,49.393,4678.073,0.198,0,5.161,710.33
2023-02-22T14:00:00Z,STS-U1,9659.321,9261.524,50.901,4844.924,0.381,0,4.295,617.39
2023-02-22T15:00:00Z,STS-U1,9699.129,9203.098,51.391,5110.74,0.414,0,5.39,808.77
2023-02-22T16:00:00Z,STS-U1,9571.257,9131.928,52.055,5392.297,0.596,0,4.811,765.89
2023-02-22T17:00:00Z,STS-U1,9589.569,9094.423,52.8,5629.313,0.382,0,5.445,899.43
2023-02-22T18:00:00Z,STS-U1,9628.23,9071.34,53.355,5815.73,0.274,0,6.139,1040.91
2023-02-22T19:00:00Z,STS-U1,9541.444,9056.338,53.839,5884.069,0.203,0,5.357,925.75
2023-02-22T20:00:00Z,STS-U1,9369.43,9064.233,53.783,5715.779,0.11,0,3.367,576.16
2023-02-22T21:00:00Z,STS-U1,9522.635,9076.16,53.472,5718.459,0.154,0,4.919,829.72
2023-02-22T22:00:00Z,STS-U1,9472.995,9097.719,53.075,5542.867,0.25,0,4.125,679.54
2023-02-22T23:00:00Z,STS-U1,9635.813,9128.416,53.265,5459.519,0.312,0,5.558,889.69
2023-02-23T00:00:00Z,STS-U1,9624.776,9181.715,51.623,5169.856,0.463,0,4.825,736.52
2023-02-23T01:00:00Z,STS-U1,9497.381,9194.255,50.803,5037.411,0.099,0,3.297,497.59
2023-02-23T02:00:00Z,STS-U1,9646.217,9236.262,50.186,4931.451,0.309,0,4.439,648.64
2023-02-23T03:00:00Z,STS-U1,9393.298,9222.81,50.674,4860.719,0.096,0,1.849,273.04
2023-02-23T04:00:00Z,STS-U1,9516.184,9228.862,49.9,4892.135,0.043,0,3.113,457.16
2023-02-23T05:00:00Z,STS-U1,9415.487,9227.88,50.499,4849.969,0.007,0,2.033,299.1
2023-02-23T06:00:00Z,STS-U1,9665.183,9277.872,49.85,4775.43,0.34,0,4.175,592.3
2023-02-23T07:00:00Z,STS-U1,9397.915,9280.905,50.251,4636.11,0.02,0,1.261,178.66
2023-02-23T08:00:00Z,STS-U1,9792.298,9310.45,49.32,4712.622,0.185,0,5.175,717.77
2023-02-23T09:00:00Z,STS-U1,9798.086,9368.492,48.762,4509.99,0.34,0,4.586,612.06
2023-02-23T10:00:00Z,STS-U1,9538.847,9357.74,48.678,4424.698,0.061,0,1.935,260.03
2023-02-23T11:00:00Z,STS-U1,9750.187,9385.948,48.325,4426.97,0.158,0,3.881,511.91
2023-02-23T12:00:00Z,STS-U1,9593.889,9361.821,47.78,4428.262,0.135,0,2.479,331.57
2023-02-23T13:00:00Z,STS-U1,9716.299,9320.925,49.67,4642.372,0.239,0,4.242,584.76
2023-02-23T14:00:00Z,STS-U1,9700.173,9230.171,50.094,4983.178,0.592,0,5.092,747.42
2023-02-23T15:00:00Z,STS-U1,9655.351,9213.811,51.172,5039.186,0.118,0,4.792,713.36
2023-02-23T16:00:00Z,STS-U1,9619.419,9134.541,51.85,5403.364,0.652,0,5.308,843.14
2023-02-23T17:00:00Z,STS-U1,9705.315,9101.632,53.351,5656.867,0.328,0,6.633,1089.27
2023-02-23T18:00:00Z,STS-U1,9521.622,9071.555,54.147,5757.305,0.35,0,4.961,842.46
2023-02-23T19:00:00Z,STS-U1,9401.475,9063.793,53.696,5737.861,0.102,0,3.726,638.02
2023-02-23T20:00:00Z,STS-U1,9415.714,9059.396,54.169,5785.147,0.06,0,3.933,677.76
2023-02-23T21:00:00Z,STS-U1,9524.625,9076.49,53.658,5719.106,0.224,0,4.937,833.06
2023-02-23T22:00:00Z,STS-U1,9539.28,9096.842,52.559,5582.223,0.236,0,4.864,801.56
2023-02-23T23:00:00Z,STS-U1,9724.285,9130.977,52.704,5490.045,0.346,0,6.498,1037.05
2023-02-24T00:00:00Z,STS-U1,9573.652,9167.424,52.448,5217.326,0.322,0,4.431,685.4
2023-02-24T01:00:00Z,STS-U1,9516.015,9185.668,51.914,5096.239,0.148,0,3.596,547.74
2023-02-24T02:00:00Z,STS-U1,9685.077,9233.1,50.65,4968.746,0.354,0,4.895,717.93
2023-02-24T03:00:00Z,STS-U1,9322.452,9236.462,50.376,4766.919,0.024,0,0.931,136.14
2023-02-24T04:00:00Z,STS-U1,9419.765,9228.855,50.917,4852.175,0.054,0,2.069,304.48
2023-02-24T05:00:00Z,STS-U1,9556.441,9247.167,49.908,4839.509,0.128,0,3.345,484.94
2023-02-24T06:00:00Z,STS-U1,9573.199,9264.353,49.751,4779.908,0.116,0,3.334,477.47
2023-02-24T07:00:00Z,STS-U1,9655.782,9289.426,49.185,4721.488,0.163,0,3.944,554.68
2023-02-24T08:00:00Z,STS-U1,9474.569,9278.173,49.538,4677.192,0.072,0,2.117,300.2
2023-02-24T09:00:00Z,STS-U1,9824.165,9352.585,48.845,4576.085,0.453,0,5.042,680.17
2023-02-24T10:00:00Z,STS-U1,9517.353,9363.193,49.183,4401.849,0.06,0,1.646,220.78
2023-02-24T11:00:00Z,STS-U1,9502.217,9370.236,48.794,4368.538,0.04,0,1.409,187.89
2023-02-24T12:00:00Z,STS-U1,9580.842,9367.731,48.594,4410.845,0.014,0,2.275,303.81
2023-02-24T13:00:00Z,STS-U1,9641.1,9346.765,49.058,4512.281,0.12,0,3.149,426.58
2023-02-24T14:00:00Z,STS-U1,9670.978,9265.179,50.102,4828.946,0.504,0,4.38,627.46
2023-02-24T15:00:00Z,STS-U1,9661.351,9207.093,50.568,5065.438,0.408,0,4.934,737.54
2023-02-24T16:00:00Z,STS-U1,9696.804,9149.168,52.172,5372.854,0.47,0,5.986,939.67
2023-02-24T17:00:00Z,STS-U1,9523.739,9097.469,52.904,5572.49,0.505,0,4.686,772.4
2023-02-24T18:00:00Z,STS-U1,9613.755,9064.915,53.912,5860.786,0.392,0,6.055,1036.16
2023-02-24T19:00:00Z,STS-U1,9344.831,9057.884,54.232,5754.118,0.097,0,3.168,547.19
2023-02-24T20:00:00Z,STS-U1,9218.634,9057.693,53.718,5673.181,0.003,0,1.777,306.73
2023-02-24T21:00:00Z,STS-U1,9615.03,9070.503,54.259,5822.629,0.173,0,6.003,1021.23
2023-02-24T22:00:00Z,STS-U1,9673.508,9099.133,53.503,5655.408,0.336,0,6.312,1039.97
2023-02-24T23:00:00Z,STS-U1,9666.36,9136.616,52.192,5421.892,0.374,0,5.798,920.24
2023-02-25T00:00:00Z,STS-U1,9577.102,9234.507,49.705,4898.594,0.782,0,3.71,542.72
2023-02-25T01:00:00Z,STS-U1,9804.218,9313.998,49.892,4711.227,0.519,0,5.263,729.58
2023-02-25T02:00:00Z,STS-U1,9423.676,9310.671,49.923,4540.136,0.02,0,1.214,168.62
2023-02-25T03:00:00Z,STS-U1,9582.737,9326.573,49.341,4555.937,0.096,0,2.747,377.2
2023-02-25T04:00:00Z,STS-U1,9754.124,9363.953,48.754,4504.652,0.217,0,4.167,558.09
2023-02-25T05:00:00Z,STS-U1,9484.872,9361.499,48.948,4390.054,0.014,0,1.318,176.86
2023-02-25T06:00:00Z,STS-U1,9507.618,9365.694,49.094,4388.442,0.024,0,1.515,202.9
2023-02-25T07:00:00Z,STS-U1,9843.083,9409.003,48.47,4396.904,0.238,0,4.613,600.59
2023-02-25T08:00:00Z,STS-U1,9907.161,9446.428,48.222,4307.011,0.195,0,4.877,620.41
2023-02-25T09:00:00Z,STS-U1,9682.289,9462.079,47.604,4157.25,0.079,0,2.327,292.87
2023-02-25T10:00:00Z,STS-U1,9483.154,9466.108,47.23,4056.722,0.02,0,0.18,22.59
2023-02-25T11:00:00Z,STS-U1,10040.47,9528.285,47.15,4113.052,0.301,0,5.375,649.91
2023-02-25T12:00:00Z,STS-U1,9950.146,9497.108,48.24,4175.57,0.148,0,4.77,588.9
2023-02-25T13:00:00Z,STS-U1,9815.392,9442.343,47.689,4274.2,0.273,0,3.951,503.2
2023-02-25T14:00:00Z,STS-U1,9782.535,9357.859,48.798,4538.516,0.456,0,4.538,610.31
2023-02-25T15:00:00Z,STS-U1,9737.901,9289.028,49.788,4768.99,0.413,0,4.832,680.96
2023-02-25T16:00:00Z,STS-U1,9663.221,9215.388,50.881,5033.75,0.501,0,4.86,722.65
2023-02-25T17:00:00Z,STS-U1,9660.169,9156.171,51.558,5311.193,0.47,0,5.504,858.39
2023-02-25T18:00:00Z,STS-U1,9636.173,9136.117,52.328,5408.93,0.179,0,5.473,869.51
2023-02-25T19:00:00Z,STS-U1,9501.886,9123.624,52.245,5400.195,0.118,0,4.146,665.96
2023-02-25T20:00:00Z,STS-U1,9369.994,9127.758,51.704,5297.815,0.04,0,2.654,424.28
2023-02-25T21:00:00Z,STS-U1,9481.314,9147.353,52.3,5263.822,0.18,0,3.651,574.37
2023-02-25T22:00:00Z,STS-U1,9477.517,9162.9,51.326,5175.895,0.135,0,3.434,532.29
2023-02-25T23:00:00Z,STS-U1,9579.344,9214.068,51.366,5000.284,0.403,0,3.964,590.69
2023-02-26T00:00:00Z,STS-U1,9696.276,9258.127,50.431,4872.121,0.31,0,4.733,682.05
2023-02-26T01:00:00Z,STS-U1,9632.427,9287.988,50.358,4726.646,0.195,0,3.708,523.62
2023-02-26T02:00:00Z,STS-U1,9770.954,9333.653,49.363,4620.997,0.28,0,4.685,640.72
2023-02-26T03:00:00Z,STS-U1,9572.65,9324.469,49.926,4563.966,0.055,0,2.662,366.58
2023-02-26T04:00:00Z,STS-U1,9504.919,9327.989,48.942,4510.335,0.021,0,1.897,260.11
2023-02-26T05:00:00Z,STS-U1,9598.852,9340.595,49.245,4514.985,0.074,0,2.765,376.35
2023-02-26T06:00:00Z,STS-U1,9577.022,9360.832,49.033,4435.701,0.117,0,2.31,310.22
2023-02-26T07:00:00Z,STS-U1,9851.135,9424.029,48.436,4353.226,0.344,0,4.532,584.76
2023-02-26T08:00:00Z,STS-U1,9710.027,9446.785,48.017,4218.259,0.118,0,2.787,354.31
2023-02-26T09:00:00Z,STS-U1,9737.045,9472.588,47.568,4149.78,0.13,0,2.792,349.2
2023-02-26T10:00:00Z,STS-U1,9635.334,9479.437,47.418,4085.411,0.034,0,1.645,204.8
2023-02-26T11:00:00Z,STS-U1,9577.737,9473.319,47.58,4079.917,0.03,0,1.102,137.81
2023-02-26T12:00:00Z,STS-U1,9804.367,9500.552,47.227,4094.678,0.133,0,3.198,393.14
2023-02-26T13:00:00Z,STS-U1,9730.945,9444.167,47.862,4233.649,0.28,0,3.037,386.58
2023-02-26T14:00:00Z,STS-U1,9811.678,9349.767,49.426,4585.511,0.512,0,4.94,668.88
2023-02-26T15:00:00Z,STS-U1,9837.502,9282.959,49.911,4841.824,0.406,0,5.974,845.68
2023-02-26T16:00:00Z,STS-U1,9594.288,9228.471,51.157,4945.952,0.368,0,3.964,584.32
2023-02-26T17:00:00Z,STS-U1,9610.953,9163.469,51.732,5249.897,0.503,0,4.883,757.39
2023-02-26T18:00:00Z,STS-U1,9624.756,9126.985,51.999,5448.96,0.327,0,5.454,873.2
2023-02-26T19:00:00Z,STS-U1,9395.159,9117.449,52.902,5379.92,0.093,0,3.046,492.75
2023-02-26T20:00:00Z,STS-U1,9285.353,9114.037,52.632,5333.59,0.034,0,1.88,304.92
2023-02-26T21:00:00Z,STS-U1,9639.863,9137.582,51.99,5399.929,0.227,0,5.497,871.84
2023-02-26T22:00:00Z,STS-U1,9679.266,9186.928,51.385,5172.769,0.419,0,5.359,815.3
2023-02-26T23:00:00Z,STS-U1,9374.301,9183.139,51.382,5026.658,0.03,0,2.082,317.63
2023-02-27T00:00:00Z,STS-U1,9478.456,9166.161,51.7,5164.359,0.139,0,3.407,527.26
2023-02-27T01:00:00Z,STS-U1,9613.788,9194.474,51.022,5100.283,0.228,0,4.561,689.33
2023-02-27T02:00:00Z,STS-U1,9648.608,9217.3,50.378,5013.164,0.172,0,4.679,694.43
2023-02-27T03:00:00Z,STS-U1,9386.108,9221.332,50.514,4861.518,0.029,0,1.787,264.47
2023-02-27T04:00:00Z,STS-U1,9648.454,9250.185,50.01,4875.144,0.203,0,4.306,623.6
2023-02-27T05:00:00Z,STS-U1,9435.381,9245.01,50.14,4788.79,0.036,0,2.059,299.41
2023-02-27T06:00:00Z,STS-U1,9445.761,9250.061,50.056,4773.644,0.035,0,2.116,306.48
2023-02-27T07:00:00Z,STS-U1,9685.905,9275.019,49.484,4792.878,0.166,0,4.43,630.07
2023-02-27T08:00:00Z,STS-U1,9755.966,9316.701,49.067,4670.379,0.262,0,4.715,651.66
2023-02-27T09:00:00Z,STS-U1,9684.325,9339.016,49.376,4561.819,0.133,0,3.697,504.07
2023-02-27T10:00:00Z,STS-U1,9707.648,9367.933,48.738,4469.96,0.166,0,3.626,484.76
2023-02-27T11:00:00Z,STS-U1,9586.692,9383.176,49.309,4370.942,0.085,0,2.169,287.56
2023-02-27T12:00:00Z,STS-U1,9478.114,9387.627,48.365,4298.575,0.024,0,0.964,127.18
2023-02-27T13:00:00Z,STS-U1,9787.518,9329.081,49.074,4641.911,0.334,0,4.914,673.8
2023-02-27T14:00:00Z,STS-U1,9704.441,9248.543,50.574,4915.435,0.512,0,4.929,715.63
2023-02-27T15:00:00Z,STS-U1,9660.543,9195.381,51.225,5122.99,0.386,0,5.059,764.47
2023-02-27T16:00:00Z,STS-U1,9561.664,9139.447,51.73,5343.836,0.468,0,4.62,731.3
2023-02-27T17:00:00Z,STS-U1,9484.655,9093.879,52.809,5571.253,0.457,0,4.297,711.38
2023-02-27T18:00:00Z,STS-U1,9566.256,9073.1,53.055,5762.606,0.246,0,5.435,920.68
2023-02-27T19:00:00Z,STS-U1,9552.282,9050.501,54.534,5946.79,0.311,0,5.544,968.14
2023-02-27T20:00:00Z,STS-U1,9329.721,9056.039,54.495,5762.038,0.082,0,3.022,523.85
2023-02-27T21:00:00Z,STS-U1,9330.283,9062.884,54.113,5705.191,0.096,0,2.95,506.75
2023-02-27T22:00:00Z,STS-U1,9583.062,9095.553,53.023,5620.434,0.398,0,5.36,886.15
2023-02-27T23:00:00Z,STS-U1,9594.81,9126.814,52.95,5442.076,0.321,0,5.128,822.68
2023-02-28T00:00:00Z,STS-U1,9615.02,9161.312,52.02,5265.416,0.311,0,4.952,770.06
2023-02-28T01:00:00Z,STS-U1,9648.905,9203.709,51.366,5081.36,0.339,0,4.837,726.64
2023-02-28T02:00:00Z,STS-U1,9626.711,9223.048,51.109,4984.696,0.143,0,4.377,647.81
2023-02-28T03:00:00Z,STS-U1,9410.34,9226.812,51.108,4857.36,0.027,0,1.989,293.61
2023-02-28T04:00:00Z,STS-U1,9708.089,9251.227,50.752,4908.338,0.17,0,4.938,715.91
2023-02-28T05:00:00Z,STS-U1,9506.326,9235.069,50.433,4867.063,0.112,0,2.937,430.44
2023-02-28T06:00:00Z,STS-U1,9683.645,9261.385,49.954,4848.491,0.18,0,4.559,655.28
2023-02-28T07:00:00Z,STS-U1,9555.484,9269.813,49.961,4752.405,0.056,0,3.082,440.36
2023-02-28T08:00:00Z,STS-U1,9659.77,9315.74,49.29,4629.86,0.29,0,3.693,511.07
2023-02-28T09:00:00Z,STS-U1,9529.023,9326.55,49.698,4533.885,0.065,0,2.171,298.59
2023-02-28T10:00:00Z,STS-U1,9773.959,9362.119,49.027,4522.571,0.207,0,4.399,590.65
2023-02-28T11:00:00Z,STS-U1,9617.957,9379.91,48.489,4387.718,0.1,0,2.538,336.6
2023-02-28T12:00:00Z,STS-U1,9688.021,9356.074,48.482,4497.526,0.134,0,3.548,477.64
2023-02-28T13:00:00Z,STS-U1,9693.861,9304.31,49.617,4690.096,0.308,0,4.187,584.18
2023-02-28T14:00:00Z,STS-U1,9753.902,9242.793,50.475,4962.68,0.402,0,5.53,806.03
2023-02-28T15:00:00Z,STS-U1,9699.195,9192.189,51.487,5160.421,0.371,0,5.516,836.11
2023-02-28T16:00:00Z,STS-U1,9709.157,9165.091,53.229,5310.118,0.219,0,5.936,922.31
2023-02-28T17:00:00Z,STS-U1,9516.805,9092.988,53.728,5604.561,0.692,0,4.661,773.63
2023-02-28T18:00:00Z,STS-U1,9561.203,9066.768,53.512,5810.793,0.318,0,5.453,931.41
2023-02-28T19:00:00Z,STS-U1,9500.83,9053.229,53.834,5884.801,0.189,0,4.944,859.35
2023-02-28T20:00:00Z,STS-U1,9177.018,9055.411,54.211,5670.113,0.032,0,1.343,232.89
2023-02-28T21:00:00Z,STS-U1,9491.691,9067.356,54.005,5768.815,0.165,0,4.68,799.4
2023-02-28T22:00:00Z,STS-U1,9526.465,9105.044,52.911,5527.73,0.44,0,4.628,757.96
2023-02-28T23:00:00Z,STS-U1,9579.646,9127.064,52.918,5431.791,0.221,0,4.959,795.44
2023-03-01T00:00:00Z,STS-U1,9594.28,9172.805,51.551,5194.343,0.404,0,4.595,707.31
2023-03-01T01:00:00Z,STS-U1,9617.066,9189.268,51.71,5132.03,0.132,0,4.655,707.63
2023-03-01T02:00:00Z,STS-U1,9665.14,9217.264,50.881,5026.777,0.212,0,4.859,722.04
2023-03-01T03:00:00Z,STS-U1,9313.665,9222.159,51.34,4828.345,0.036,0,0.992,147.05
2023-03-01T04:00:00Z,STS-U1,9453.634,9231.166,50.428,4855.679,0.064,0,2.41,354.2
2023-03-01T05:00:00Z,STS-U1,9573.053,9250.881,49.842,4832.709,0.137,0,3.483,504.15
2023-03-01T06:00:00Z,STS-U1,9363.492,9252.393,50.948,4731.493,0.01,0,1.201,174.02
2023-03-01T07:00:00Z,STS-U1,9586.937,9271.645,50.59,4767.168,0.128,0,3.401,485.99
2023-03-01T08:00:00Z,STS-U1,9716.939,9299.572,50.105,4723.158,0.178,0,4.488,628.86
2023-03-01T09:00:00Z,STS-U1,9839.774,9357.992,49.088,4567.477,0.348,0,5.148,693.23
2023-03-01T10:00:00Z,STS-U1,9658.609,9382.196,48.394,4398.021,0.136,0,2.946,390.15
2023-03-01T11:00:00Z,STS-U1,9683.519,9357.285,49.443,4500.731,0.14,0,3.486,470.02
2023-03-01T12:00:00Z,STS-U1,9582.137,9354.052,49.691,4466.61,0.018,0,2.438,329.57
2023-03-01T13:00:00Z,STS-U1,9826.258,9319.73,49.368,4696.186,0.202,0,5.435,750.41
2023-03-01T14:00:00Z,STS-U1,9641.086,9255.39,50.012,4851.01,0.41,0,4.167,601.58
2023-03-01T15:00:00Z,STS-U1,9629.285,9201.923,50.762,5073.023,0.382,0,4.644,697.93
2023-03-01T16:00:00Z,STS-U1,9586.06,9133.542,52.226,5393.586,0.572,0,4.954,789.25
2023-03-01T17:00:00Z,STS-U1,9610.242,9092.004,53.357,5662.383,0.424,0,5.7,946.54
2023-03-01T18:00:00Z,STS-U1,9494.993,9070.063,53.204,5743.153,0.264,0,4.685,796.74
2023-03-01T19:00:00Z,STS-U1,9493.454,9053.416,54.096,5881.158,0.229,0,4.86,845.04
2023-03-01T20:00:00Z,STS-U1,9212.947,9055.114,54.219,5694.763,0.025,0,1.743,302.43
2023-03-01T21:00:00Z,STS-U1,9593.293,9072.089,53.736,5792.792,0.23,0,5.745,975.61
2023-03-01T22:00:00Z,STS-U1,9496.78,9105.77,52.776,5504.881,0.387,0,4.294,702.6
2023-03-01T23:00:00Z,STS-U1,9629.842,9126.528,51.773,5452.188,0.208,0,5.515,883.37
2023-03-02T00:00:00Z,STS-U1,9659.222,9165.105,52.054,5271.393,0.345,0,5.391,835.92
2023-03-02T01:00:00Z,STS-U1,9755.517,9200.09,50.813,5148.189,0.28,0,6.037,908.62
2023-03-02T02:00:00Z,STS-U1,9402.393,9211.798,50.804,4912.101,0.088,0,2.069,308.67
2023-03-02T03:00:00Z,STS-U1,9705.583,9237.28,50.538,4961.054,0.184,0,5.07,742.05
2023-03-02T04:00:00Z,STS-U1,9303.808,9234.603,50.736,4768.022,0.019,0,0.749,109.94
2023-03-02T05:00:00Z,STS-U1,9642.846,9256.494,49.931,4846.811,0.151,0,4.174,601.99
2023-03-02T06:00:00Z,STS-U1,9296.551,9259.734,50.422,4665.179,0.022,0,0.398,57.27
2023-03-02T07:00:00Z,STS-U1,9585.885,9273.385,49.867,4753.173,0.09,0,3.37,480.35
2023-03-02T08:00:00Z,STS-U1,9770.963,9311.051,49.987,4706.716,0.238,0,4.939,686.77
2023-03-02T09:00:00Z,STS-U1,9684.509,9357.878,48.933,4494.277,0.276,0,3.49,469.89
2023-03-02T10:00:00Z,STS-U1,9472.263,9361.247,48.788,4383.518,0.019,0,1.186,159.26
2023-03-02T11:00:00Z,STS-U1,9786.342,9394.287,48.653,4419.854,0.183,0,4.173,548.9
2023-03-02T12:00:00Z,STS-U1,9738.219,9362.463,48.59,4500.641,0.176,0,4.013,538.34
2023-03-02T13:00:00Z,STS-U1,9760.922,9312.528,49.686,4693.657,0.293,0,4.815,668.41
2023-03-02T14:00:00Z,STS-U1,9679.245,9250.878,49.963,4887.497,0.397,0,4.631,670.54
2023-03-02T15:00:00Z,STS-U1,9693.659,9185.338,50.749,5181.606,0.48,0,5.534,842.32
2023-03-02T16:00:00Z,STS-U1,9494.029,9140.485,52.241,5305.494,0.38,0,3.868,612.46
2023-03-02T17:00:00Z,STS-U1,9453.326,9088.873,52.996,5586.662,0.523,0,4.01,667.68
2023-03-02T18:00:00Z,STS-U1,9526.69,9062.2,53.462,5824.425,0.332,0,5.126,880.34
2023-03-02T19:00:00Z,STS-U1,9435.725,9054.424,54.181,5837.81,0.11,0,4.211,731.31
2023-03-02T20:00:00Z,STS-U1,9233.987,9054.065,54.143,5715.558,0.005,0,1.987,345.24
2023-03-02T21:00:00Z,STS-U1,9616.284,9073.354,54.345,5803.301,0.261,0,5.984,1015.72
2023-03-02T22:00:00Z,STS-U1,9558.265,9093.497,52.086,5610.023,0.238,0,5.111,845.64
2023-03-02T23:00:00Z,STS-U1,9580.656,9143.407,51.853,5334.981,0.498,0,4.782,754.79
2023-03-03T00:00:00Z,STS-U1,9519.42,9155.289,52.277,5245.007,0.105,0,3.977,621.95
2023-03-03T01:00:00Z,STS-U1,9594.041,9200.925,51.327,5064.243,0.37,0,4.273,643.27
