date,unit_id,coal_cost_actual,coal_cost_reference,fuel_overburn_cost
2024-05-13,STS-U1,386867.65,368295.16,7429.0
2024-05-14,STS-U1,392105.16,372278.67,7930.6
2024-05-15,STS-U1,391474.4,371617.62,7942.72
2024-05-16,STS-U1,386562.8,368340.03,7289.11
2024-05-17,STS-U1,392668.39,372680.79,7995.04
2024-05-18,STS-U1,367199.58,348445.26,7501.73
2024-05-19,STS-U1,369423.75,351575.29,7139.38
2024-05-20,STS-U1,394745.0,375667.09,7631.16
2024-05-21,STS-U1,388641.73,369975.39,7466.54
2024-05-22,STS-U1,391566.08,370630.87,8374.09
2024-05-23,STS-U1,392140.71,371716.57,8169.66
2024-05-24,STS-U1,388386.89,369004.19,7753.08
2024-05-25,STS-U1,362247.28,344564.67,7073.04
2024-05-26,STS-U1,363997.95,345749.73,7299.29
2024-05-27,STS-U1,384314.05,365982.94,7332.45
2024-05-28,STS-U1,384606.26,366048.49,7423.11
2024-05-29,STS-U1,385137.56,366411.11,7490.58
2024-05-30,STS-U1,388785.07,368955.92,7931.66
2024-05-31,STS-U1,385336.78,365185.46,8060.53
2024-06-01,STS-U1,361470.52,341381.39,8035.65
2024-06-02,STS-U1,362190.01,342890.73,7719.71
2024-06-03,STS-U1,382179.63,363431.13,7499.4
2024-06-04,STS-U1,377725.9,358943.96,7512.77
2024-06-05,STS-U1,378927.84,359690.93,7694.76
2024-06-06,STS-U1,377479.87,358599.92,7551.98
2024-06-07,STS-U1,377277.64,359513.61,7105.61
2024-06-08,STS-U1,357827.6,339122.04,7482.22
2024-06-09,STS-U1,361882.64,343393.39,7395.7
2024-06-10,STS-U1,374757.63,356231.44,7410.47
2024-06-11,STS-U1,371875.2,352042.37,7933.13
2024-06-12,STS-U1,375384.97,356044.15,7736.33
2024-06-13,STS-U1,375371.51,356470.17,7560.54
2024-06-14,STS-U1,373025.24,354410.21,7446.01
2024-06-15,STS-U1,357528.66,338099.38,7771.71
2024-06-16,STS-U1,354524.59,336375.05,7259.82
2024-06-17,STS-U1,365549.92,347636.1,7165.53
2024-06-18,STS-U1,374068.78,356270.61,7119.27
2024-06-19,STS-U1,368525.14,350119.13,7362.4
2024-06-20,STS-U1,366819.79,349121.22,7079.43
2024-06-21,STS-U1,371901.17,352613.22,7715.18
2024-06-22,STS-U1,356766.72,336761.39,8002.13
2024-06-23,STS-U1,353294.28,334579.0,7486.11
2024-06-24,STS-U1,366839.39,349449.3,6956.04
2024-06-25,STS-U1,362259.24,344415.87,7137.35
2024-06-26,STS-U1,361444.38,343592.12,7140.9
2024-06-27,STS-U1,365416.87,347093.17,7329.48
2024-06-28,STS-U1,363877.33,345113.46,7505.55
2024-06-29,STS-U1,350055.02,331785.0,7308.01
2024-06-30,STS-U1,350342.09,331116.85,7690.1
2024-07-01,STS-U1,303268.6,287703.39,6226.08
2024-07-02,STS-U1,309502.1,294622.6,5951.8
2024-07-03,STS-U1,310692.62,295719.14,5989.39
2024-07-04,STS-U1,305363.39,289914.2,6179.68
2024-07-05,STS-U1,308961.6,294619.04,5737.03
2024-07-06,STS-U1,285306.65,272403.33,5161.33
2024-07-07,STS-U1,285221.15,270816.08,5762.03
2024-07-08,STS-U1,308206.08,293424.59,5912.59
2024-07-09,STS-U1,303320.98,288316.12,6001.94
2024-07-10,STS-U1,304928.18,289428.16,6200.01
2024-07-11,STS-U1,306499.9,290201.99,6519.16
2024-07-12,STS-U1,305464.87,290268.28,6078.64
2024-07-13,STS-U1,281278.03,267577.97,5480.02
2024-07-14,STS-U1,281304.34,268264.77,5215.83
2024-07-15,STS-U1,298728.97,283481.47,6099.0
2024-07-16,STS-U1,298859.88,285010.44,5539.78
2024-07-17,STS-U1,303758.08,288728.47,6011.84
2024-07-18,STS-U1,298779.87,283082.16,6279.08
2024-07-19,STS-U1,301224.83,286262.34,5985.0
2024-07-20,STS-U1,280896.03,267315.27,5432.3
2024-07-21,STS-U1,274197.63,261590.89,5042.69
2024-07-22,STS-U1,301029.23,285606.79,6168.98
2024-07-23,STS-U1,300429.53,285940.04,5795.79
2024-07-24,STS-U1,296208.29,280599.72,6243.43
2024-07-25,STS-U1,296809.86,282581.16,5691.48
2024-07-26,STS-U1,298294.8,283615.54,5871.7
2024-07-27,STS-U1,279317.73,265401.17,5566.63
2024-07-28,STS-U1,274872.44,263247.14,4650.12
2024-07-29,STS-U1,298019.38,282722.67,6118.68
2024-07-30,STS-U1,300045.11,285070.9,5989.68
2024-07-31,STS-U1,296350.59,281384.97,5986.25
2024-08-01,STS-U1,292596.17,278237.03,5743.66
2024-08-02,STS-U1,295729.99,281656.89,5629.24
2024-08-03,STS-U1,271696.88,258881.3,5126.23
2024-08-04,STS-U1,270041.01,257989.07,4820.78
2024-08-05,STS-U1,292980.49,278373.41,5842.83
2024-08-06,STS-U1,295252.62,280610.66,5856.78
2024-08-07,STS-U1,292319.08,278418.74,5560.13
2024-08-08,STS-U1,290547.81,276140.79,5762.81
2024-08-09,STS-U1,294750.96,279648.47,6040.99
2024-08-10,STS-U1,267985.64,255546.42,4975.68
2024-08-11,STS-U1,268354.37,256188.83,4866.22
2024-08-12,STS-U1,292718.81,277778.85,5975.99
2024-08-13,STS-U1,292348.31,277832.38,5806.37
2024-08-14,STS-U1,289633.63,275204.47,5771.66
2024-08-15,STS-U1,289024.44,274406.93,5847.0
2024-08-16,STS-U1,288242.38,273584.84,5863.01
2024-08-17,STS-U1,270552.95,258332.48,4888.19
2024-08-18,STS-U1,264795.4,252397.75,4959.06
2024-08-19,STS-U1,281838.59,268051.26,5514.93
2024-08-20,STS-U1,286251.23,272748.9,5400.93
2024-08-21,STS-U1,282986.49,269654.61,5332.75
2024-08-22,STS-U1,283268.72,270088.87,5271.94
2024-08-23,STS-U1,287695.28,274386.97,5323.32
2024-08-24,STS-U1,266201.78,254219.02,4793.1
2024-08-25,STS-U1,264659.38,251951.58,5083.12
2024-08-26,STS-U1,286838.32,272189.15,5859.67
2024-08-27,STS-U1,285448.63,270956.47,5796.87
2024-08-28,STS-U1,282115.08,269286.28,5131.52
2024-08-29,STS-U1,285183.31,270835.07,5739.3
2024-08-30,STS-U1,282823.18,267323.29,6199.96
2024-08-31,STS-U1,262689.78,251355.07,4533.88
2024-09-01,STS-U1,264437.62,252560.32,4750.92
2024-09-02,STS-U1,284686.64,269189.58,6198.83
2024-09-03,STS-U1,282952.39,268745.1,5682.91
2024-09-04,STS-U1,286368.54,271460.09,5963.38
2024-09-05,STS-U1,256203.51,248440.15,3105.35
2024-09-06,STS-U1,272873.19,264233.33,3455.94
2024-09-07,STS-U1,254570.53,245613.33,3582.88
2024-09-08,STS-U1,253748.72,244878.68,3548.02
2024-09-09,STS-U1,271686.26,261660.01,4010.5
2024-09-10,STS-U1,269205.91,261344.27,3144.66
2024-09-11,STS-U1,270320.1,260919.77,3760.13
2024-09-12,STS-U1,272232.97,262995.12,3695.14
2024-09-13,STS-U1,271524.48,263328.92,3278.22
2024-09-14,STS-U1,254611.6,245985.93,3450.27
2024-09-15,STS-U1,253287.01,243824.71,3784.92
2024-09-16,STS-U1,270477.2,261609.99,3546.88
2024-09-17,STS-U1,271683.16,262382.41,3720.3
2024-09-18,STS-U1,269971.47,261228.83,3497.06
2024-09-19,STS-U1,272511.42,263412.62,3639.52
2024-09-20,STS-U1,273866.59,264151.55,3886.02
2024-09-21,STS-U1,250627.29,243691.49,2774.84
2024-09-22,STS-U1,251972.19,243747.21,3289.99
2024-09-23,STS-U1,274414.43,264780.39,3863.39
2024-09-24,STS-U1,265611.98,257369.5,3296.99
2024-09-25,STS-U1,270644.11,262889.53,3151.88
2024-09-26,STS-U1,276146.84,266470.0,3870.74
2024-09-27,STS-U1,274268.2,265836.22,3372.79
2024-09-28,STS-U1,249046.89,241505.16,3016.69
2024-09-29,STS-U1,251238.43,242864.27,3349.66
2024-09-30,STS-U1,266991.79,259103.19,3179.42
2024-10-01,STS-U1,283507.97,272824.21,4273.5
2024-10-02,STS-U1,287259.6,276242.15,4406.98
2024-10-03,STS-U1,284940.91,273908.1,4413.13
2024-10-04,STS-U1,287671.95,276237.63,4573.73
2024-10-05,STS-U1,266852.19,257225.77,3850.63
2024-10-06,STS-U1,263482.85,253548.68,3973.67
2024-10-07,STS-U1,285952.99,274324.08,4651.57
2024-10-08,STS-U1,290459.78,279021.76,4575.21
2024-10-09,STS-U1,283734.77,273316.1,4167.47
2024-10-10,STS-U1,285001.23,274405.56,4238.27
2024-10-11,STS-U1,279632.82,269756.68,3950.46
2024-10-12,STS-U1,267955.45,257726.79,4091.46
2024-10-13,STS-U1,269805.76,260067.69,3895.23
2024-10-14,STS-U1,286769.4,274702.26,4826.86
2024-10-15,STS-U1,285174.22,272732.91,4976.53
2024-10-16,STS-U1,285609.35,274226.37,4553.19
2024-10-17,STS-U1,286637.11,275218.29,4567.53
2024-10-18,STS-U1,289687.88,278206.77,4592.44
2024-10-19,STS-U1,264125.59,254106.33,4007.7
2024-10-20,STS-U1,270147.72,259500.93,4258.72
2024-10-21,STS-U1,286134.9,275055.13,4431.91
2024-10-22,STS-U1,285912.61,274321.45,4636.46
2024-10-23,STS-U1,286777.05,275505.81,4508.5
2024-10-24,STS-U1,284389.98,273883.48,4202.6
2024-10-25,STS-U1,286746.82,275917.71,4331.65
2024-10-26,STS-U1,267291.11,257275.32,4006.31
2024-10-27,STS-U1,271475.91,260979.64,4198.51
2024-10-28,STS-U1,286067.73,275052.91,4405.93
2024-10-29,STS-U1,288651.95,277419.79,4492.86
2024-10-30,STS-U1,289952.74,278855.45,4438.92
2024-10-31,STS-U1,285593.12,274447.14,4458.39
2024-11-01,STS-U1,289960.91,278667.81,4517.24
2024-11-02,STS-U1,269091.09,258580.27,4204.33
2024-11-03,STS-U1,272242.41,261843.7,4159.48
2024-11-04,STS-U1,287445.2,276361.72,4433.39
2024-11-05,STS-U1,290962.72,278898.94,4825.51
2024-11-06,STS-U1,290958.6,278683.4,4910.08
2024-11-07,STS-U1,289323.95,277622.34,4680.64
2024-11-08,STS-U1,292650.19,280109.88,5016.13
2024-11-09,STS-U1,275883.13,265233.47,4259.87
2024-11-10,STS-U1,274590.83,264723.42,3946.96
2024-11-11,STS-U1,288000.66,277188.58,4324.83
2024-11-12,STS-U1,295081.87,283248.37,4733.4
2024-11-13,STS-U1,295921.15,284988.52,4373.05
2024-11-14,STS-U1,294067.94,281810.53,4902.96
2024-11-15,STS-U1,295636.36,284669.42,4393.48
2024-11-16,STS-U1,273055.43,261993.34,4424.84
2024-11-17,STS-U1,276172.96,266408.44,3905.81
2024-11-18,STS-U1,296800.63,285565.72,4493.96
2024-11-19,STS-U1,298901.08,287769.59,4452.59
2024-11-20,STS-U1,294156.24,283100.25,4422.4
2024-11-21,STS-U1,297273.65,285513.44,4704.08
2024-11-22,STS-U1,298054.64,286878.49,4470.46
2024-11-23,STS-U1,280660.84,270231.2,4171.85
2024-11-24,STS-U1,274458.52,263764.2,4277.73
2024-11-25,STS-U1,302558.73,290035.11,5009.45
2024-11-26,STS-U1,293959.86,281566.84,4957.21
2024-11-27,STS-U1,302536.46,290414.47,4848.8
2024-11-28,STS-U1,300575.27,288211.23,4945.61
2024-11-29,STS-U1,302239.09,291404.47,4333.85
2024-11-30,STS-U1,279130.97,267663.45,4587.01
2024-12-01,STS-U1,280720.64,270319.92,4160.28
2024-12-02,STS-U1,301055.23,289578.89,4590.54
2024-12-03,STS-U1,304729.73,292418.79,4924.38
2024-12-04,STS-U1,301873.36,290238.77,4653.83
2024-12-05,STS-U1,302549.65,291049.56,4600.04
2024-12-06,STS-U1,308321.33,296444.88,4750.58
2024-12-07,STS-U1,281712.82,272206.03,3802.72
2024-12-08,STS-U1,282131.83,271259.92,4348.76
2024-12-09,STS-U1,306307.89,294605.99,4680.76
2024-12-10,STS-U1,305459.22,292767.89,5076.53
2024-12-11,STS-U1,305184.17,293029.25,4900.26
2024-12-12,STS-U1,308085.32,295130.67,5181.86
2024-12-13,STS-U1,306531.33,293841.62,5075.88
2024-12-14,STS-U1,285748.08,275090.15,4263.17
2024-12-15,STS-U1,286022.12,274669.98,4540.86
2024-12-16,STS-U1,305208.98,293105.81,4841.27
2024-12-17,STS-U1,306946.38,294738.36,4922.16
2024-12-18,STS-U1,305011.76,293541.22,4588.22
2024-12-19,STS-U1,307262.8,293714.57,5419.29
2024-12-20,STS-U1,310395.01,298997.58,4558.97
2024-12-21,STS-U1,289981.64,279073.76,4363.15
2024-12-22,STS-U1,286910.15,276700.29,4083.94
2024-12-23,STS-U1,311122.13,299167.4,4781.89
2024-12-24,STS-U1,315712.6,302825.67,5154.77
2024-12-25,STS-U1,309930.31,297472.66,4983.06
2024-12-26,STS-U1,311999.5,300030.93,4787.43
2024-12-27,STS-U1,315892.25,303767.72,4849.81
2024-12-28,STS-U1,291291.73,279672.34,4647.76
2024-12-29,STS-U1,295242.14,284504.74,4294.96
2024-12-30,STS-U1,316689.32,304267.29,4968.81
2024-12-31,STS-U1,318329.13,306060.11,4907.61
