date,unit_id,availability_factor,capacity_payment_actual,capacity_payment_potential,availability_penalty
2024-03-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-03-31,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-01,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-02,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-03,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-04,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-05,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-06,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-07,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-08,STS-U1,0.9726,311234.01,320000.0,0.0
2024-04-09,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-10,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-11,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-12,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-13,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-14,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-15,STS-U1,0.9808,313851.85,320000.0,0.0
2024-04-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-19,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-04-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-01,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-02,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-03,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-04,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-05,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-06,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-07,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-08,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-09,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-10,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-11,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-12,STS-U1,0.9792,313333.33,320000.0,0.0
2024-05-13,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-14,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-15,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-19,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-05-31,STS-U1,0.9834,314696.97,320000.0,0.0
2024-06-01,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-02,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-03,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-04,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-05,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-06,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-07,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-08,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-09,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-10,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-11,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-12,STS-U1,0.9051,289636.36,320000.0,0.0
2024-06-13,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-14,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-15,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-16,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-17,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-18,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-19,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-20,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-21,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-22,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-23,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-24,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-25,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-26,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-27,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-28,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-29,STS-U1,0.9091,290909.09,320000.0,0.0
2024-06-30,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-01,STS-U1,0.8979,287340.07,320000.0,494.95
2024-07-02,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-03,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-04,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-05,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-06,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-07,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-08,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-09,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-10,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-11,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-12,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-13,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-14,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-15,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-16,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-17,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-18,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-19,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-20,STS-U1,0.9047,289501.68,320000.0,0.0
2024-07-21,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-22,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-23,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-24,STS-U1,0.903,288969.7,320000.0,0.0
2024-07-25,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-26,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-27,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-28,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-29,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-30,STS-U1,0.9091,290909.09,320000.0,0.0
2024-07-31,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-01,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-02,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-03,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-04,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-05,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-06,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-07,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-08,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-09,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-10,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-11,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-12,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-13,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-14,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-15,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-16,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-17,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-18,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-19,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-20,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-21,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-22,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-23,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-24,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-25,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-26,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-27,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-28,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-29,STS-U1,0.9091,290909.09,320000.0,0.0
2024-08-30,STS-U1,0.9087,290797.98,320000.0,0.0
2024-08-31,STS-U1,0.9091,290909.09,320000.0,0.0
2024-09-01,STS-U1,0.9091,290909.09,320000.0,0.0
2024-09-02,STS-U1,0.9081,290590.91,320000.0,0.0
2024-09-03,STS-U1,0.9091,290909.09,320000.0,0.0
2024-09-04,STS-U1,0.9091,290909.09,320000.0,0.0
2024-09-05,STS-U1,0.6667,213333.33,320000.0,56000.0
2024-09-06,STS-U1,0.8068,258181.82,320000.0,22363.64
2024-09-07,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-08,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-09,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-10,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-11,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-12,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-13,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-14,STS-U1,0.947,303030.3,320000.0,0.0
2024-09-15,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-19,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-09-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-01,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-02,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-03,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-04,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-05,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-06,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-07,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-08,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-09,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-10,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-11,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-12,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-13,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-14,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-15,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-19,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-10-31,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-01,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-02,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-03,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-04,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-05,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-06,STS-U1,0.9788,313212.12,320000.0,0.0
2024-11-07,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-08,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-09,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-10,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-11,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-12,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-13,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-14,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-15,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-19,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-11-30,STS-U1,0.9762,312398.99,320000.0,0.0
2024-12-01,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-02,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-03,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-04,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-05,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-06,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-07,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-08,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-09,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-10,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-11,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-12,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-13,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-14,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-15,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-16,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-17,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-18,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-19,STS-U1,0.9785,313106.06,320000.0,0.0
2024-12-20,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-21,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-22,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-23,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-24,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-25,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-26,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-27,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-28,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-29,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-30,STS-U1,1.0,320000.0,320000.0,0.0
2024-12-31,STS-U1,1.0,320000.0,320000.0,0.0
