email_id,timestamp,from_role,to_role,subject,body,linked_event_id,standard_event_id_truth
EML-00091,2024-08-13T03:33:00Z,Reliability Engineer,Performance Analyst,Fuel moisture concerns,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240902-23,EVT-DRAFT-20240902-23
EML-00092,2024-02-27T05:15:00Z,Shift Supervisor,Reliability Engineer,Turbine vibration investigation,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240408-14,EVT-DRAFT-20240408-14
EML-00093,2023-02-28T16:34:00Z,Shift Supervisor,Control Room Operator,Planned outage scope,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241219-26,EVT-DRAFT-20241219-26
EML-00094,2023-01-02T10:22:00Z,Maintenance Planner,Control Room Operator,Cooling performance issue,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230309-03,EVT-DRAFT-20230309-03
EML-00095,2023-01-24T23:58:00Z,Performance Analyst,Reliability Engineer,Turbine vibration investigation,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00096,2023-12-07T23:30:00Z,Performance Analyst,Shift Supervisor,Draft instability follow-up,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240902-23,EVT-DRAFT-20240902-23
EML-00097,2023-04-23T03:47:00Z,Shift Supervisor,Control Room Operator,Cooling performance issue,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-07-WETCOAL,EVT-2024-07-WETCOAL
EML-00098,2024-12-21T16:58:00Z,Performance Analyst,Shift Supervisor,Planned outage scope,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00099,2023-02-26T19:35:00Z,Control Room Operator,Performance Analyst,Planned outage scope,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230927-07,EVT-DRAFT-20230927-07
EML-00100,2023-11-14T19:48:00Z,Maintenance Planner,Control Room Operator,Controls issue review,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240531-17,EVT-DRAFT-20240531-17
EML-00101,2023-01-02T18:08:00Z,Control Room Operator,Shift Supervisor,Cooling performance issue,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240902-23,EVT-DRAFT-20240902-23
EML-00102,2023-09-27T06:07:00Z,Reliability Engineer,Maintenance Planner,Turbine vibration investigation,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240415-15,EVT-DRAFT-20240415-15
EML-00103,2024-10-27T19:41:00Z,Reliability Engineer,Shift Supervisor,Controls issue review,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240408-14,EVT-DRAFT-20240408-14
EML-00104,2023-08-04T00:37:00Z,Shift Supervisor,Maintenance Planner,Planned outage scope,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00105,2023-04-07T15:35:00Z,Maintenance Planner,Control Room Operator,Turbine vibration investigation,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-02-TB-VIB,EVT-2023-02-TB-VIB
EML-00106,2024-10-27T02:15:00Z,Maintenance Planner,Reliability Engineer,Draft instability follow-up,Event EVT-2024-09-PM2 recap: category=Planned Maintenance. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-09-PM2,EVT-2024-09-PM2
EML-00107,2023-04-07T11:31:00Z,Maintenance Planner,Shift Supervisor,Controls issue review,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231230-11,EVT-DRAFT-20231230-11
EML-00108,2024-05-13T02:26:00Z,Performance Analyst,Shift Supervisor,Planned outage scope,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-05-TUBELEAK,EVT-2023-05-TUBELEAK
EML-00109,2023-07-25T20:51:00Z,Performance Analyst,Shift Supervisor,Planned outage scope,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
EML-00110,2023-05-20T07:57:00Z,Maintenance Planner,Performance Analyst,Cooling performance issue,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230927-07,EVT-DRAFT-20230927-07
EML-00111,2024-03-05T22:57:00Z,Performance Analyst,Maintenance Planner,Cooling performance issue,Event EVT-DRAFT-20240830-22 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240830-22,EVT-DRAFT-20240830-22
EML-00112,2024-09-01T07:54:00Z,Maintenance Planner,Performance Analyst,Controls issue review,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240531-17,EVT-DRAFT-20240531-17
EML-00113,2023-09-22T08:19:00Z,Maintenance Planner,Shift Supervisor,Planned outage scope,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241219-26,EVT-DRAFT-20241219-26
EML-00114,2024-05-25T07:56:00Z,Maintenance Planner,Shift Supervisor,Fuel moisture concerns,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240415-15,EVT-DRAFT-20240415-15
EML-00115,2023-06-20T16:03:00Z,Shift Supervisor,Maintenance Planner,Draft instability follow-up,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240612-18,EVT-DRAFT-20240612-18
EML-00116,2023-06-14T15:10:00Z,Control Room Operator,Performance Analyst,Controls issue review,Event EVT-DRAFT-20240512-16 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240512-16,EVT-DRAFT-20240512-16
EML-00117,2024-10-13T15:44:00Z,Reliability Engineer,Performance Analyst,Fuel moisture concerns,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-05-TUBELEAK,EVT-2023-05-TUBELEAK
EML-00118,2023-05-13T10:21:00Z,Maintenance Planner,Reliability Engineer,Turbine vibration investigation,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241219-26,EVT-DRAFT-20241219-26
EML-00119,2023-04-17T06:08:00Z,Performance Analyst,Reliability Engineer,Draft instability follow-up,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230309-03,EVT-DRAFT-20230309-03
EML-00120,2024-03-03T17:33:00Z,Reliability Engineer,Performance Analyst,Planned outage scope,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230403-04,EVT-DRAFT-20230403-04
EML-00121,2023-03-15T01:06:00Z,Performance Analyst,Control Room Operator,Cooling performance issue,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-03-CW-CONSTR,EVT-2024-03-CW-CONSTR
EML-00122,2023-11-29T13:22:00Z,Maintenance Planner,Shift Supervisor,Planned outage scope,Event EVT-2023-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-07-WETCOAL,EVT-2023-07-WETCOAL
EML-00123,2024-08-16T04:00:00Z,Maintenance Planner,Reliability Engineer,Draft instability follow-up,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-03-MILLTRIP,EVT-2023-03-MILLTRIP
EML-00124,2023-11-21T20:54:00Z,Control Room Operator,Shift Supervisor,Planned outage scope,Event EVT-2024-06-AUXDRIFT recap: category=Cooling constraints. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-06-AUXDRIFT,EVT-2024-06-AUXDRIFT
EML-00125,2023-02-03T00:46:00Z,Performance Analyst,Shift Supervisor,Fuel moisture concerns,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230303-01,EVT-DRAFT-20230303-01
EML-00126,2023-09-12T07:02:00Z,Control Room Operator,Shift Supervisor,Draft instability follow-up,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240701-19,EVT-DRAFT-20240701-19
EML-00127,2024-05-20T12:28:00Z,Shift Supervisor,Reliability Engineer,Fuel moisture concerns,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240612-18,EVT-DRAFT-20240612-18
EML-00128,2024-11-29T12:12:00Z,Control Room Operator,Performance Analyst,Turbine vibration investigation,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231230-11,EVT-DRAFT-20231230-11
EML-00129,2023-12-21T11:40:00Z,Reliability Engineer,Control Room Operator,Fuel moisture concerns,Event EVT-DRAFT-20230513-05 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230513-05,EVT-DRAFT-20230513-05
EML-00130,2024-06-21T20:47:00Z,Maintenance Planner,Reliability Engineer,Turbine vibration investigation,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241106-24,EVT-DRAFT-20241106-24
EML-00131,2024-01-03T18:28:00Z,Reliability Engineer,Performance Analyst,Planned outage scope,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240612-18,EVT-DRAFT-20240612-18
EML-00132,2024-11-27T11:59:00Z,Maintenance Planner,Reliability Engineer,Planned outage scope,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-03-CW-CONSTR,EVT-2024-03-CW-CONSTR
EML-00133,2023-12-26T01:03:00Z,Maintenance Planner,Performance Analyst,Turbine vibration investigation,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241130-25,EVT-DRAFT-20241130-25
EML-00134,2023-07-31T00:04:00Z,Maintenance Planner,Shift Supervisor,Fuel moisture concerns,Event EVT-DRAFT-20240830-22 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240830-22,EVT-DRAFT-20240830-22
EML-00135,2024-03-04T23:42:00Z,Reliability Engineer,Control Room Operator,Turbine vibration investigation,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
EML-00136,2023-02-03T15:27:00Z,Reliability Engineer,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240612-18,EVT-DRAFT-20240612-18
EML-00137,2023-03-15T03:03:00Z,Reliability Engineer,Shift Supervisor,Draft instability follow-up,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241106-24,EVT-DRAFT-20241106-24
EML-00138,2023-05-26T19:33:00Z,Reliability Engineer,Performance Analyst,Draft instability follow-up,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241219-26,EVT-DRAFT-20241219-26
EML-00139,2024-03-12T23:43:00Z,Maintenance Planner,Shift Supervisor,Cooling performance issue,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-07-WETCOAL,EVT-2024-07-WETCOAL
EML-00140,2023-07-27T07:15:00Z,Control Room Operator,Performance Analyst,Fuel moisture concerns,Event EVT-DRAFT-20230305-02 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230305-02,EVT-DRAFT-20230305-02
EML-00141,2024-04-11T15:06:00Z,Reliability Engineer,Performance Analyst,Planned outage scope,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231108-09,EVT-DRAFT-20231108-09
EML-00142,2023-03-19T09:47:00Z,Shift Supervisor,Reliability Engineer,Fuel moisture concerns,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-03-MILLTRIP,EVT-2023-03-MILLTRIP
EML-00143,2024-05-24T06:51:00Z,Reliability Engineer,Shift Supervisor,Controls issue review,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-07-WETCOAL,EVT-2024-07-WETCOAL
EML-00144,2024-07-24T13:33:00Z,Maintenance Planner,Reliability Engineer,Cooling performance issue,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-02-TB-VIB,EVT-2023-02-TB-VIB
EML-00145,2023-09-13T13:00:00Z,Performance Analyst,Shift Supervisor,Cooling performance issue,Event EVT-DRAFT-20230513-05 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230513-05,EVT-DRAFT-20230513-05
EML-00146,2023-04-18T00:13:00Z,Control Room Operator,Reliability Engineer,Planned outage scope,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241130-25,EVT-DRAFT-20241130-25
EML-00147,2024-02-25T02:39:00Z,Maintenance Planner,Shift Supervisor,Fuel moisture concerns,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231104-08,EVT-DRAFT-20231104-08
EML-00148,2023-08-03T14:30:00Z,Shift Supervisor,Control Room Operator,Controls issue review,Event EVT-DRAFT-20230305-02 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230305-02,EVT-DRAFT-20230305-02
EML-00149,2024-03-02T08:53:00Z,Shift Supervisor,Maintenance Planner,Draft instability follow-up,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231104-08,EVT-DRAFT-20231104-08
EML-00150,2023-03-03T09:28:00Z,Control Room Operator,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240724-21,EVT-DRAFT-20240724-21
EML-00151,2024-01-30T10:03:00Z,Reliability Engineer,Shift Supervisor,Fuel moisture concerns,Event EVT-DRAFT-20240112-13 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240112-13,EVT-DRAFT-20240112-13
EML-00152,2023-01-19T05:01:00Z,Shift Supervisor,Performance Analyst,Fuel moisture concerns,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
EML-00153,2023-02-05T14:16:00Z,Control Room Operator,Performance Analyst,Turbine vibration investigation,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20241219-26,EVT-DRAFT-20241219-26
EML-00154,2024-02-06T11:05:00Z,Reliability Engineer,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231108-09,EVT-DRAFT-20231108-09
EML-00155,2023-05-23T07:54:00Z,Reliability Engineer,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240415-15,EVT-DRAFT-20240415-15
EML-00156,2024-07-23T21:55:00Z,Performance Analyst,Reliability Engineer,Draft instability follow-up,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240408-14,EVT-DRAFT-20240408-14
EML-00157,2023-08-25T16:17:00Z,Performance Analyst,Shift Supervisor,Draft instability follow-up,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231230-11,EVT-DRAFT-20231230-11
EML-00158,2023-01-30T23:24:00Z,Reliability Engineer,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240902-23,EVT-DRAFT-20240902-23
EML-00159,2023-03-02T10:22:00Z,Reliability Engineer,Shift Supervisor,Draft instability follow-up,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231230-11,EVT-DRAFT-20231230-11
EML-00160,2023-06-30T20:22:00Z,Reliability Engineer,Control Room Operator,Cooling performance issue,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240902-23,EVT-DRAFT-20240902-23
EML-00161,2023-06-16T23:36:00Z,Maintenance Planner,Performance Analyst,Draft instability follow-up,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00162,2024-05-04T06:43:00Z,Shift Supervisor,Maintenance Planner,Fuel moisture concerns,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-07-WETCOAL,EVT-2024-07-WETCOAL
EML-00163,2024-06-03T09:36:00Z,Reliability Engineer,Performance Analyst,Cooling performance issue,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230403-04,EVT-DRAFT-20230403-04
EML-00164,2023-01-31T08:12:00Z,Maintenance Planner,Control Room Operator,Cooling performance issue,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
EML-00165,2024-05-05T14:35:00Z,Shift Supervisor,Performance Analyst,Controls issue review,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230303-01,EVT-DRAFT-20230303-01
EML-00166,2024-10-10T11:28:00Z,Control Room Operator,Reliability Engineer,Fuel moisture concerns,Event EVT-DRAFT-20231123-10 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231123-10,EVT-DRAFT-20231123-10
EML-00167,2024-09-24T10:59:00Z,Reliability Engineer,Maintenance Planner,Turbine vibration investigation,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00168,2023-12-14T15:37:00Z,Reliability Engineer,Shift Supervisor,Draft instability follow-up,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-03-CW-CONSTR,EVT-2024-03-CW-CONSTR
EML-00169,2023-03-24T15:07:00Z,Performance Analyst,Maintenance Planner,Fuel moisture concerns,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230309-03,EVT-DRAFT-20230309-03
EML-00170,2024-04-06T23:06:00Z,Performance Analyst,Shift Supervisor,Cooling performance issue,Event EVT-DRAFT-20240512-16 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240512-16,EVT-DRAFT-20240512-16
EML-00171,2023-01-27T08:53:00Z,Performance Analyst,Shift Supervisor,Controls issue review,Event EVT-2024-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-02-TB-VIB,EVT-2024-02-TB-VIB
EML-00172,2024-02-24T16:11:00Z,Shift Supervisor,Performance Analyst,Draft instability follow-up,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
EML-00173,2024-05-26T06:05:00Z,Control Room Operator,Performance Analyst,Controls issue review,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20231104-08,EVT-DRAFT-20231104-08
EML-00174,2024-05-20T12:29:00Z,Performance Analyst,Shift Supervisor,Planned outage scope,Event EVT-2023-09-PM1 recap: category=Planned Maintenance. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-09-PM1,EVT-2023-09-PM1
EML-00175,2023-08-01T02:07:00Z,Shift Supervisor,Maintenance Planner,Planned outage scope,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-03-MILLTRIP,EVT-2023-03-MILLTRIP
EML-00176,2023-10-21T07:17:00Z,Control Room Operator,Reliability Engineer,Turbine vibration investigation,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20230524-06,EVT-DRAFT-20230524-06
EML-00177,2023-05-21T07:51:00Z,Shift Supervisor,Control Room Operator,Fuel moisture concerns,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2023-03-MILLTRIP,EVT-2023-03-MILLTRIP
EML-00178,2024-10-13T23:29:00Z,Performance Analyst,Control Room Operator,Controls issue review,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-2024-03-CW-CONSTR,EVT-2024-03-CW-CONSTR
EML-00179,2023-08-25T09:52:00Z,Reliability Engineer,Performance Analyst,Planned outage scope,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).,EVT-DRAFT-20240720-20,EVT-DRAFT-20240720-20
